username,content,Lingkungan,Harga,Pemandangan,cleaning,hapusEmoji,replaceTOM,caseFolding,tokenizing,formalisasi,stopwordRemoval,stemming
Putraa.   arsana,Tenang sejuk nyaman tpi engga jadian ð¤£,Positif,,,Tenang sejuk nyaman tpi engga jadian ð¤£,Tenang sejuk nyaman tpi engga jadian ,Tenang sejuk nyaman tpi engga jadian ,tenang sejuk nyaman tpi engga jadian ,"['tenang', 'sejuk', 'nyaman', 'tpi', 'engga', 'jadian']","['tenang', 'sejuk', 'nyaman', 'tapi', 'engga', 'jadian']","['tenang', 'sejuk', 'nyaman', 'engga', 'jadian']","['tenang', 'sejuk', 'nyaman', 'engga', 'jadi']"
Tahu telor ummu fya & rafa,Kurang terawat,,,,Kurang terawat,Kurang terawat,Kurang terawat,kurang terawat,"['kurang', 'terawat']","['kurang', 'terawat']",['terawat'],['awat']
rit vand,"Tempat wisata yang sudah tidak terlalu menarik,   tampak jelas penanganan area yang tidak tertata dan terstruktur secara profesional.   Biaya masuk lokasi wisata tergolong tinggi,   di dalam kawasan wisata ditarik biaya lagi untuk parkir yang tidak rendah.   ",,Negatif,Positif,Tempat wisata yang sudah tidak terlalu menarik    tampak jelas penanganan area yang tidak tertata dan terstruktur secara profesional    Biaya masuk lokasi wisata tergolong tinggi    di dalam kawasan wisata ditarik biaya lagi untuk parkir yang tidak rendah,Tempat wisata yang sudah tidak terlalu menarik    tampak jelas penanganan area yang tidak tertata dan terstruktur secara profesional    Biaya masuk lokasi wisata tergolong tinggi    di dalam kawasan wisata ditarik biaya lagi untuk parkir yang tidak rendah,Tempat wisata yang sudah tidak terlalu menarik tampak jelas penanganan area yang tidak tertata dan terstruktur secara profesional Biaya masuk lokasi wisata tergolong tinggi di dalam kawasan wisata ditarik biaya lagi untuk parkir yang tidak rendah,tempat wisata yang sudah tidak terlalu menarik tampak jelas penanganan area yang tidak tertata dan terstruktur secara profesional biaya masuk lokasi wisata tergolong tinggi di dalam kawasan wisata ditarik biaya lagi untuk parkir yang tidak rendah,"['tempat', 'wisata', 'yang', 'sudah', 'tidak', 'terlalu', 'menarik', 'tampak', 'jelas', 'penanganan', 'area', 'yang', 'tidak', 'tertata', 'dan', 'terstruktur', 'secara', 'profesional', 'biaya', 'masuk', 'lokasi', 'wisata', 'tergolong', 'tinggi', 'di', 'dalam', 'kawasan', 'wisata', 'ditarik', 'biaya', 'lagi', 'untuk', 'parkir', 'yang', 'tidak', 'rendah']","['tempat', 'wisata', 'yang', 'sudah', 'tidak', 'terlalu', 'menarik', 'tampak', 'jelas', 'penanganan', 'area', 'yang', 'tidak', 'tertata', 'dan', 'terstruktur', 'secara', 'profesional', 'biaya', 'masuk', 'lokasi', 'wisata', 'tergolong', 'tinggi', 'di', 'dalam', 'kawasan', 'wisata', 'ditarik', 'biaya', 'lagi', 'untuk', 'parkir', 'yang', 'tidak', 'rendah']","['wisata', 'menarik', 'penanganan', 'area', 'tertata', 'terstruktur', 'profesional', 'biaya', 'masuk', 'lokasi', 'wisata', 'tergolong', 'kawasan', 'wisata', 'ditarik', 'biaya', 'parkir', 'rendah']","['wisata', 'tarik', 'tangan', 'area', 'tata', 'struktur', 'profesional', 'biaya', 'masuk', 'lokasi', 'wisata', 'golong', 'kawasan', 'wisata', 'tarik', 'biaya', 'parkir', 'rendah']"
Mas Roemono,Tem0atnya sejuk alamnya indah,Positif,,Positif,Tem0atnya sejuk alamnya indah,Tem0atnya sejuk alamnya indah,Tem0atnya sejuk alamnya indah,tem0atnya sejuk alamnya indah,"['tem0atnya', 'sejuk', 'alamnya', 'indah']","['tem0atnya', 'sejuk', 'alamnya', 'indah']","['tem0atnya', 'sejuk', 'alamnya', 'indah']","['tem0atnya', 'sejuk', 'alam', 'indah']"
AHZA DANISH,Sangat bagus dan menyenangkan,,,Positif,Sangat bagus dan menyenangkan,Sangat bagus dan menyenangkan,Sangat bagus dan menyenangkan,sangat bagus dan menyenangkan,"['sangat', 'bagus', 'dan', 'menyenangkan']","['sangat', 'bagus', 'dan', 'menyenangkan']","['bagus', 'menyenangkan']","['bagus', 'senang']"
Anissa Asri Nurjanah,"suasananya enak,   kalau makanannya ya begitulah.   .   ",Positif,,,suasananya enak    kalau makanannya ya begitulah,suasananya enak    kalau makanannya ya begitulah,suasananya enak kalau makanannya ya begitulah,suasananya enak kalau makanannya ya begitulah,"['suasananya', 'enak', 'kalau', 'makanannya', 'ya', 'begitulah']","['suasananya', 'enak', 'kalau', 'makanannya', 'iya', 'begitulah']","['suasananya', 'enak', 'makanannya', 'iya']","['suasana', 'enak', 'makan', 'iya']"
Ceo jalan Lintas truck besar,Suana dingin nyaman,Positif,,,Suana dingin nyaman,Suana dingin nyaman,Suana dingin nyaman,suana dingin nyaman,"['suana', 'dingin', 'nyaman']","['suana', 'dingin', 'nyaman']","['suana', 'dingin', 'nyaman']","['suana', 'dingin', 'nyaman']"
Nur Aslih (Mas Aslih),Menyenangkan dan syahdu untuk refresing,,,,Menyenangkan dan syahdu untuk refresing,Menyenangkan dan syahdu untuk refresing,Menyenangkan dan syahdu untuk refresing,menyenangkan dan syahdu untuk refresing,"['menyenangkan', 'dan', 'syahdu', 'untuk', 'refresing']","['menyenangkan', 'dan', 'syahdu', 'untuk', 'refresing']","['menyenangkan', 'syahdu', 'refresing']","['senang', 'syahdu', 'refresing']"
Soca Adyuta,"Dari kandungan sampek sekarang gak pernah ke skip setahun buat kesini,   puluhan tahun kesini terus,   gaada bosennya karena tempatnya cukup comfy buat nongkrong bareng keluarga atau teman,   banyak jajannya juga,   apalagi kalau malam rasanya pen jajan mulu",,,,Dari kandungan sampek sekarang gak pernah ke skip setahun buat kesini    puluhan tahun kesini terus    gaada bosennya karena tempatnya cukup comfy buat nongkrong bareng keluarga atau teman    banyak jajannya juga    apalagi kalau malam rasanya pen jajan mulu,Dari kandungan sampek sekarang gak pernah ke skip setahun buat kesini    puluhan tahun kesini terus    gaada bosennya karena tempatnya cukup comfy buat nongkrong bareng keluarga atau teman    banyak jajannya juga    apalagi kalau malam rasanya pen jajan mulu,Dari kandungan sampek sekarang gak pernah ke skip setahun buat kesini puluhan tahun kesini terus gaada bosennya karena tempatnya cukup comfy buat nongkrong bareng keluarga atau teman banyak jajannya juga apalagi kalau malam rasanya pen jajan mulu,dari kandungan sampek sekarang gak pernah ke skip setahun buat kesini puluhan tahun kesini terus gaada bosennya karena tempatnya cukup comfy buat nongkrong bareng keluarga atau teman banyak jajannya juga apalagi kalau malam rasanya pen jajan mulu,"['dari', 'kandungan', 'sampek', 'sekarang', 'gak', 'pernah', 'ke', 'skip', 'setahun', 'buat', 'kesini', 'puluhan', 'tahun', 'kesini', 'terus', 'gaada', 'bosennya', 'karena', 'tempatnya', 'cukup', 'comfy', 'buat', 'nongkrong', 'bareng', 'keluarga', 'atau', 'teman', 'banyak', 'jajannya', 'juga', 'apalagi', 'kalau', 'malam', 'rasanya', 'pen', 'jajan', 'mulu']","['dari', 'kandungan', 'sampek', 'sekarang', 'gak', 'pernah', 'ke', 'skip', 'setahun', 'buat', 'kesini', 'puluhan', 'tahun', 'kesini', 'terus', 'tidak ada uang', 'bosennya', 'karena', 'tempatnya', 'cukup', 'comfy', 'buat', 'nongkrong', 'bareng', 'keluarga', 'atau', 'teman', 'banyak', 'jajannya', 'juga', 'apalagi', 'kalau', 'malam', 'rasanya', 'pen', 'jajan', 'melulu']","['kandungan', 'sampek', 'gak', 'skip', 'setahun', 'kesini', 'puluhan', 'kesini', 'tidak ada uang', 'bosennya', 'tempatnya', 'comfy', 'nongkrong', 'bareng', 'keluarga', 'teman', 'jajannya', 'malam', 'pen', 'jajan', 'melulu']","['kandung', 'sampek', 'gak', 'skip', 'tahun', 'kesini', 'puluh', 'kesini', 'tidak ada uang', 'bosennya', 'tempat', 'comfy', 'nongkrong', 'bareng', 'keluarga', 'teman', 'jajan', 'malam', 'pen', 'jajan', 'melulu']"
Ismed Eka,"Telaga Sarangan kalo malam rame,   tempat nongkrong dan makan.    Banyak jajanan.    Tapi speedboat,   kuda ga ada yg beroperasi.   ",,,,Telaga Sarangan kalo malam rame    tempat nongkrong dan makan     Banyak jajanan     Tapi speedboat    kuda ga ada yg beroperasi,Telaga Sarangan kalo malam rame    tempat nongkrong dan makan     Banyak jajanan     Tapi speedboat    kuda ga ada yg beroperasi,Telaga Sarangan kalo malam rame tempat nongkrong dan makan Banyak jajanan Tapi speedboat kuda ga ada yg beroperasi,telaga sarangan kalo malam rame tempat nongkrong dan makan banyak jajanan tapi speedboat kuda ga ada yg beroperasi,"['telaga', 'sarangan', 'kalo', 'malam', 'rame', 'tempat', 'nongkrong', 'dan', 'makan', 'banyak', 'jajanan', 'tapi', 'speedboat', 'kuda', 'ga', 'ada', 'yg', 'beroperasi']","['telaga', 'sarangan', 'kalau', 'malam', 'ramai', 'tempat', 'nongkrong', 'dan', 'makan', 'banyak', 'jajanan', 'tapi', 'speedboat', 'kuda', 'ga', 'ada', 'yang', 'beroperasi']","['telaga', 'sarangan', 'malam', 'ramai', 'nongkrong', 'makan', 'jajanan', 'speedboat', 'kuda', 'ga', 'beroperasi']","['telaga', 'sarangan', 'malam', 'ramai', 'nongkrong', 'makan', 'jajan', 'speedboat', 'kuda', 'ga', 'operasi']"
Sony Dwi Prasetiyo,"Telaga yg indah,   cocok utk liburan keluarga",,,Positif,Telaga yg indah    cocok utk liburan keluarga,Telaga yg indah    cocok utk liburan keluarga,Telaga yg indah cocok utk liburan keluarga,telaga yg indah cocok utk liburan keluarga,"['telaga', 'yg', 'indah', 'cocok', 'utk', 'liburan', 'keluarga']","['telaga', 'yang', 'indah', 'cocok', 'untuk', 'liburan', 'keluarga']","['telaga', 'indah', 'cocok', 'liburan', 'keluarga']","['telaga', 'indah', 'cocok', 'libur', 'keluarga']"
Devi Winda,"Telaga sarangan viewnya bagus,   datang kesini pas lagi rame.    Hal yang membuat tidak nyaman karena mobil dan sepeda motor yang berlalu lalang di sepanjang jalan sebelah telaga padahal banyak sekali pejalan kaki.    Jangan lupa pakai jasa fotoÂ â¦",Positif,,Positif,Telaga sarangan viewnya bagus    datang kesini pas lagi rame     Hal yang membuat tidak nyaman karena mobil dan sepeda motor yang berlalu lalang di sepanjang jalan sebelah telaga padahal banyak sekali pejalan kaki     Jangan lupa pakai jasa fotoÂ â¦,Telaga sarangan viewnya bagus    datang kesini pas lagi rame     Hal yang membuat tidak nyaman karena mobil dan sepeda motor yang berlalu lalang di sepanjang jalan sebelah telaga padahal banyak sekali pejalan kaki     Jangan lupa pakai jasa foto,Telaga sarangan viewnya bagus datang kesini pas lagi rame Hal yang membuat tidak nyaman karena mobil dan sepeda motor yang berlalu lalang di sepanjang jalan sebelah telaga padahal banyak sekali pejalan kaki Jangan lupa pakai jasa foto,telaga sarangan viewnya bagus datang kesini pas lagi rame hal yang membuat tidak nyaman karena mobil dan sepeda motor yang berlalu lalang di sepanjang jalan sebelah telaga padahal banyak sekali pejalan kaki jangan lupa pakai jasa foto,"['telaga', 'sarangan', 'viewnya', 'bagus', 'datang', 'kesini', 'pas', 'lagi', 'rame', 'hal', 'yang', 'membuat', 'tidak', 'nyaman', 'karena', 'mobil', 'dan', 'sepeda', 'motor', 'yang', 'berlalu', 'lalang', 'di', 'sepanjang', 'jalan', 'sebelah', 'telaga', 'padahal', 'banyak', 'sekali', 'pejalan', 'kaki', 'jangan', 'lupa', 'pakai', 'jasa', 'foto']","['telaga', 'sarangan', 'viewnya', 'bagus', 'datang', 'kesini', 'pas', 'lagi', 'ramai', 'hal', 'yang', 'membuat', 'tidak', 'nyaman', 'karena', 'mobil', 'dan', 'sepeda', 'motor', 'yang', 'berlalu', 'lalang', 'di', 'sepanjang', 'jalan', 'sebelah', 'telaga', 'padahal', 'banyak', 'sekali', 'pejalan', 'kaki', 'jangan', 'lupa', 'pakai', 'jasa', 'foto']","['telaga', 'sarangan', 'viewnya', 'bagus', 'kesini', 'pas', 'ramai', 'nyaman', 'mobil', 'sepeda', 'motor', 'lalang', 'jalan', 'sebelah', 'telaga', 'pejalan', 'kaki', 'lupa', 'pakai', 'jasa', 'foto']","['telaga', 'sarangan', 'viewnya', 'bagus', 'kesini', 'pas', 'ramai', 'nyaman', 'mobil', 'sepeda', 'motor', 'lalang', 'jalan', 'belah', 'telaga', 'pejal', 'kaki', 'lupa', 'pakai', 'jasa', 'foto']"
Christian BA,Indah n sejuk.   .    pas Lebaran II.   .    pengunjung membludak.   .    antri pakir hampir 30 menit.   .   ,Positif,,,Indah n sejuk         pas Lebaran II         pengunjung membludak         antri pakir hampir 30 menit,Indah n sejuk         pas Lebaran II         pengunjung membludak         antri pakir hampir 30 menit,Indah n sejuk pas Lebaran II pengunjung membludak antri pakir hampir 30 menit,indah n sejuk pas lebaran ii pengunjung membludak antri pakir hampir 30 menit,"['indah', 'n', 'sejuk', 'pas', 'lebaran', 'ii', 'pengunjung', 'membludak', 'antri', 'pakir', 'hampir', '30', 'menit']","['indah', 'dan', 'sejuk', 'pas', 'lebaran', 'ii', 'pengunjung', 'membludak', 'antri', 'pakir', 'hampir', '30', 'menit']","['indah', 'sejuk', 'pas', 'lebaran', 'ii', 'pengunjung', 'membludak', 'antri', 'pakir', '30', 'menit']","['indah', 'sejuk', 'pas', 'lebaran', 'ii', 'unjung', 'membludak', 'antri', 'pakir', '30', 'menit']"
Tri Mulia Dewiastuti,Hawanya dingin.    Ditambah mendung dan gerimis jadi makin adem.    Padat meyarap di hari libur.   .   .   .   ,Positif,,,Hawanya dingin     Ditambah mendung dan gerimis jadi makin adem     Padat meyarap di hari libur,Hawanya dingin     Ditambah mendung dan gerimis jadi makin adem     Padat meyarap di hari libur,Hawanya dingin Ditambah mendung dan gerimis jadi makin adem Padat meyarap di hari libur,hawanya dingin ditambah mendung dan gerimis jadi makin adem padat meyarap di hari libur,"['hawanya', 'dingin', 'ditambah', 'mendung', 'dan', 'gerimis', 'jadi', 'makin', 'adem', 'padat', 'meyarap', 'di', 'hari', 'libur']","['hawanya', 'dingin', 'ditambah', 'mendung', 'dan', 'gerimis', 'jadi', 'makin', 'adem', 'padat', 'meyarap', 'di', 'hari', 'libur']","['hawanya', 'dingin', 'ditambah', 'mendung', 'gerimis', 'adem', 'padat', 'meyarap', 'libur']","['hawa', 'dingin', 'tambah', 'mendung', 'gerimis', 'adem', 'padat', 'meyarap', 'libur']"
Danang Kedungrejo,Pelayanannya sangat ramah baik,,,,Pelayanannya sangat ramah baik,Pelayanannya sangat ramah baik,Pelayanannya sangat ramah baik,pelayanannya sangat ramah baik,"['pelayanannya', 'sangat', 'ramah', 'baik']","['pelayanannya', 'sangat', 'ramah', 'baik']","['pelayanannya', 'ramah']","['layan', 'ramah']"
Twin Store,"Naik jetski dah cobain disarangan,   jajan oleh oleh snack banyak banget ,   mau nyore sambil jajan 2 bisa banget,   rute jalan berliku2 sempit  jadi pelan asal selamat sampai tujuanÂ â¦",,,,Naik jetski dah cobain disarangan    jajan oleh oleh snack banyak banget     mau nyore sambil jajan 2 bisa banget    rute jalan berliku2 sempit  jadi pelan asal selamat sampai tujuanÂ â¦,Naik jetski dah cobain disarangan    jajan oleh oleh snack banyak banget     mau nyore sambil jajan 2 bisa banget    rute jalan berliku2 sempit  jadi pelan asal selamat sampai tujuan,Naik jetski dah cobain disarangan jajan oleh oleh snack banyak banget mau nyore sambil jajan 2 bisa banget rute jalan berliku2 sempit  jadi pelan asal selamat sampai tujuan,naik jetski dah cobain disarangan jajan oleh oleh snack banyak banget mau nyore sambil jajan 2 bisa banget rute jalan berliku2 sempit  jadi pelan asal selamat sampai tujuan,"['naik', 'jetski', 'dah', 'cobain', 'disarangan', 'jajan', 'oleh', 'oleh', 'snack', 'banyak', 'banget', 'mau', 'nyore', 'sambil', 'jajan', '2', 'bisa', 'banget', 'rute', 'jalan', 'berliku2', 'sempit', 'jadi', 'pelan', 'asal', 'selamat', 'sampai', 'tujuan']","['naik', 'jetski', 'deh', 'cobain', 'disarangan', 'jajan', 'oleh', 'oleh', 'snack', 'banyak', 'banget', 'mau', 'nyore', 'sambil', 'jajan', '2', 'bisa', 'banget', 'rute', 'jalan', 'berliku2', 'sempit', 'jadi', 'pelan', 'asal', 'selamat', 'sampai', 'tujuan']","['jetski', 'deh', 'cobain', 'disarangan', 'jajan', 'snack', 'banget', 'nyore', 'jajan', '2', 'banget', 'rute', 'jalan', 'berliku2', 'sempit', 'pelan', 'selamat', 'tujuan']","['jetski', 'deh', 'cobain', 'sarang', 'jajan', 'snack', 'banget', 'nyore', 'jajan', '2', 'banget', 'rute', 'jalan', 'berliku2', 'sempit', 'pelan', 'selamat', 'tuju']"
Ryadi Ismail,"Tempat rekreasi yang nyaman untuk keluarga,  dan banyak oleh2 yang tersedia.   Khusus anak muda jangan di nodai dengan perilaku yang di luar normaÂ².   ",Positif,,,Tempat rekreasi yang nyaman untuk keluarga   dan banyak oleh2 yang tersedia    Khusus anak muda jangan di nodai dengan perilaku yang di luar normaÂ²,Tempat rekreasi yang nyaman untuk keluarga   dan banyak oleh2 yang tersedia    Khusus anak muda jangan di nodai dengan perilaku yang di luar norma,Tempat rekreasi yang nyaman untuk keluarga dan banyak oleh2 yang tersedia Khusus anak muda jangan di nodai dengan perilaku yang di luar norma,tempat rekreasi yang nyaman untuk keluarga dan banyak oleh2 yang tersedia khusus anak muda jangan di nodai dengan perilaku yang di luar norma,"['tempat', 'rekreasi', 'yang', 'nyaman', 'untuk', 'keluarga', 'dan', 'banyak', 'oleh2', 'yang', 'tersedia', 'khusus', 'anak', 'muda', 'jangan', 'di', 'nodai', 'dengan', 'perilaku', 'yang', 'di', 'luar', 'norma']","['tempat', 'rekreasi', 'yang', 'nyaman', 'untuk', 'keluarga', 'dan', 'banyak', 'oleh2', 'yang', 'tersedia', 'khusus', 'anak', 'muda', 'jangan', 'di', 'nodai', 'dengan', 'perilaku', 'yang', 'di', 'luar', 'norma']","['rekreasi', 'nyaman', 'keluarga', 'oleh2', 'tersedia', 'khusus', 'anak', 'muda', 'nodai', 'perilaku', 'norma']","['rekreasi', 'nyaman', 'keluarga', 'oleh2', 'sedia', 'khusus', 'anak', 'muda', 'noda', 'perilaku', 'norma']"
Devies GN,"[Disclaimer : tempat ini itu jalannya tergolong ekstrim,   jadi tolong bawa kendaraan yang mempuni & harus di kendarai oleh orang yang skill mengemudinya lihai]Â â¦",,,,[Disclaimer   tempat ini itu jalannya tergolong ekstrim    jadi tolong bawa kendaraan yang mempuni & harus di kendarai oleh orang yang skill mengemudinya lihai]Â â¦,[Disclaimer   tempat ini itu jalannya tergolong ekstrim    jadi tolong bawa kendaraan yang mempuni & harus di kendarai oleh orang yang skill mengemudinya lihai],[Disclaimer tempat ini itu jalannya tergolong ekstrim jadi tolong bawa kendaraan yang mempuni & harus di kendarai oleh orang yang skill mengemudinya lihai],[disclaimer tempat ini itu jalannya tergolong ekstrim jadi tolong bawa kendaraan yang mempuni & harus di kendarai oleh orang yang skill mengemudinya lihai],"['[', 'disclaimer', 'tempat', 'ini', 'itu', 'jalannya', 'tergolong', 'ekstrim', 'jadi', 'tolong', 'bawa', 'kendaraan', 'yang', 'mempuni', '&', 'harus', 'di', 'kendarai', 'oleh', 'orang', 'yang', 'skill', 'mengemudinya', 'lihai', ']']","['[', 'disclaimer', 'tempat', 'ini', 'itu', 'jalannya', 'tergolong', 'ekstrim', 'jadi', 'tolong', 'bawa', 'kendaraan', 'yang', 'mempuni', '&', 'harus', 'di', 'kendarai', 'oleh', 'orang', 'yang', 'skill', 'mengemudinya', 'lihai', ']']","['[', 'disclaimer', 'jalannya', 'tergolong', 'ekstrim', 'tolong', 'bawa', 'kendaraan', 'mempuni', '&', 'kendarai', 'orang', 'skill', 'mengemudinya', 'lihai', ']']","['', 'disclaimer', 'jalan', 'golong', 'ekstrim', 'tolong', 'bawa', 'kendara', 'pun', '', 'kendara', 'orang', 'skill', 'mud', 'lihai', '']"
Hari Subagyo J Sasotyo, Pengaturan lalu lintas tetap sama dalam waktu sekitar 25 tahun.    Perlu yang lebih baik.   Â â¦,,,,Pengaturan lalu lintas tetap sama dalam waktu sekitar 25 tahun     Perlu yang lebih baik    Â â¦,Pengaturan lalu lintas tetap sama dalam waktu sekitar 25 tahun     Perlu yang lebih baik    ,Pengaturan lalu lintas tetap sama dalam waktu sekitar 25 tahun Perlu yang lebih baik ,pengaturan lalu lintas tetap sama dalam waktu sekitar 25 tahun perlu yang lebih baik ,"['pengaturan', 'lalu', 'lintas', 'tetap', 'sama', 'dalam', 'waktu', 'sekitar', '25', 'tahun', 'perlu', 'yang', 'lebih', 'baik']","['pengaturan', 'lalu', 'lintas', 'tetap', 'sama', 'dalam', 'waktu', 'sekitar', '25', 'tahun', 'perlu', 'yang', 'lebih', 'baik']","['pengaturan', 'lintas', '25']","['atur', 'lintas', '25']"
Akbar Zakaria,tempat nongkrong cah cah,,,,tempat nongkrong cah cah,tempat nongkrong cah cah,tempat nongkrong cah cah,tempat nongkrong cah cah,"['tempat', 'nongkrong', 'cah', 'cah']","['tempat', 'nongkrong', 'cah', 'cah']","['nongkrong', 'cah', 'cah']","['nongkrong', 'cah', 'cah']"
